run_id,Bo,Mo,Sc,E,d,t_detach,Vbubble_detach,yCent_detach,jNorm_detach,mGrowth_detach,dC_detach,kL_detach,dNb_detach,detached,Vbubble_end,yCent_end,jNorm_end,mGrowth_end,dC_end,Aint_end,jNorm_mean,mGrowth_mean,AdCInt
S247,0.087340069,3.00E-10,381.34143,15.635001,0.11086244,0.00148497,1.35E-13,0.0490687,0.994297,5.25E-18,0.00153073,0.00270775,1.95E-18,1,1.35E-13,0.647406,0.992779,2.23E-17,0.0428993,9.27E-10,0.993249,2.11E-17,7.20E-16
S248,0.58234007,9.47E-13,256.34143,35.385001,0.26086244,0.00474859,7.51E-13,0.114748,0.968353,1.40E-18,0.00378756,0.00010822,1.83E-18,1,7.51E-13,0.905528,0.970894,1.36E-17,0.0341362,1.91E-09,0.96281,4.16E-18,1.69E-14
S249,0.82984007,1.68E-11,318.84143,5.7600013,0.33586244,0.00654384,1.25E-12,0.149706,0.947864,1.17E-18,0.00154115,0.00014684,1.84E-18,1,1.25E-12,0.895429,0.93501,6.81E-18,0.0103408,2.94E-09,0.939181,1.31E-18,1.25E-14
S250,0.33484007,5.33E-14,193.84143,25.510001,0.18586244,0.00303951,3.82E-13,0.081125,0.983867,4.66E-19,0.000959415,0.000714479,1.23E-18,1,3.82E-13,0.962964,0.977131,7.53E-19,0.0166383,1.31E-09,0.980878,2.54E-18,1.72E-15
S251,0.45859007,4.00E-12,225.09143,20.572501,0.22336244,0.00399698,5.51E-13,0.0983266,0.976864,1.55E-18,0.00284734,0.000205635,1.84E-18,1,5.51E-13,0.954184,0.966804,1.35E-17,0.0299683,1.62E-09,0.972821,4.99E-18,8.96E-15
S252,0.95359007,1.26E-14,350.09143,0.82250129,0.37336244,0.00697574,1.54E-12,0.164761,0.934669,3.40E-21,3.80E-05,1.57E-05,5.79E-21,1,1.54E-12,0.907311,0.920773,3.74E-21,0.000279348,3.04E-09,0.923363,1.38E-20,3.68E-16
S253,0.70609007,7.10E-11,162.59143,30.447501,0.29836244,0.00589212,9.82E-13,0.133332,0.959013,1.93E-17,0.0194769,0.000200405,2.52E-17,1,9.82E-13,0.908941,0.948879,1.37E-16,0.143037,2.60E-09,0.952408,2.37E-17,1.26E-13
S254,0.21109007,2.25E-13,287.59143,10.697501,0.14836244,0.0021955,2.42E-13,0.0646177,0.989817,2.92E-19,0.000251945,0.00265728,6.13E-19,1,2.42E-13,0.969957,0.986089,1.01E-18,0.00589459,1.00E-09,0.987887,1.47E-18,2.31E-16
S255,0.20915647,7.27E-11,373.04065,24.352775,0.23566713,0.0030468,6.13E-13,0.104446,0.974362,7.27E-18,0.00624756,0.000439712,7.07E-18,1,6.13E-13,0.9392,0.972692,6.82E-17,0.0783418,1.52E-09,0.97048,1.77E-17,1.61E-14
S256,0.70415647,2.30E-13,248.04065,4.6027747,0.38566713,0.006228,1.64E-12,0.169644,0.931137,2.51E-19,0.000722846,5.65E-05,3.64E-19,1,1.64E-12,0.918053,0.910378,1.84E-18,0.00526894,2.63E-09,0.91909,3.84E-19,6.45E-15
S257,0.95165647,4.09E-12,310.54065,34.227775,0.31066713,0.00656608,1.07E-12,0.13808,0.955049,2.45E-18,0.00538284,9.34E-05,3.78E-18,1,1.07E-12,0.92718,0.928684,1.76E-17,0.0367658,3.08E-09,0.94744,3.91E-18,4.05E-14
S258,0.45665647,1.29E-14,185.54065,14.477775,0.16066713,0.00327986,2.86E-13,0.0705404,0.987908,1.64E-19,0.000230102,0.00220153,7.47E-19,1,2.86E-13,0.970862,0.980202,4.80E-20,0.0045425,1.22E-09,0.985617,7.97E-19,3.39E-16
S259,0.33290647,1.72E-11,216.79065,19.415275,0.32238588,0.00424871,1.15E-12,0.142597,0.952296,1.17E-17,0.00930662,0.000263754,1.24E-17,1,1.15E-12,0.796466,0.940208,9.49E-17,0.09395,2.75E-09,0.944544,1.40E-17,4.69E-14
S260,0.82790647,5.45E-14,341.79065,39.165275,0.27316713,0.00561945,8.24E-13,0.12032,0.964931,2.33E-19,0.00150341,5.43E-05,4.51E-19,1,8.24E-13,0.946646,0.948402,3.38E-19,0.0134509,2.16E-09,0.958758,1.11E-18,8.30E-15
S261,0.58040647,3.06E-10,154.29065,9.5402747,0.34816713,0.00610942,1.34E-12,0.156847,0.944511,2.08E-17,0.0138597,0.000274647,2.99E-17,1,1.34E-12,0.868371,0.939762,1.36E-16,0.10028,2.93E-09,0.936377,1.98E-17,1.09E-13
S262,0.085406475,9.69E-13,279.29065,29.290275,0.19816713,0.00166503,4.33E-13,0.0864269,0.981873,3.39E-18,0.002787,0.000693968,2.18E-18,1,4.33E-13,0.958893,0.976327,3.64E-17,0.0661326,1.23E-09,0.97872,1.37E-17,3.14E-15
S263,0.023531475,8.39E-12,169.91565,36.696525,0.10881166,0.000699301,1.31E-13,0.0478037,0.994475,2.77E-17,0.00374552,0.00966286,6.98E-18,1,1.31E-13,0.65653,0.99305,1.32E-16,0.26195,9.14E-10,0.993385,1.16E-16,7.22E-16
S264,0.51853147,2.65E-14,294.91565,16.946525,0.21691713,0.00402199,5.19E-13,0.0950153,0.978005,1.17E-19,0.000439169,0.000272022,3.50E-19,1,5.19E-13,0.956553,0.968648,1.00E-19,0.00566756,1.55E-09,0.97399,6.54E-19,1.29E-15
S265,0.76603147,1.49E-10,232.41565,26.821525,0.14191713,0.00425898,2.23E-13,0.0633704,0.990621,2.44E-18,0.00310284,0.000588984,3.43E-18,1,2.23E-13,0.790834,0.985568,1.20E-17,0.0309647,1.23E-09,0.988908,1.02E-17,5.82E-15
S266,0.27103147,4.72E-13,357.41565,7.0715247,0.29191713,0.00347774,9.41E-13,0.127459,0.96061,3.81E-19,0.000701364,0.000137458,3.56E-19,1,9.41E-13,0.940302,0.946465,4.57E-18,0.00812501,1.98E-09,0.953693,9.40E-19,2.59E-15
S267,0.39478147,6.29E-10,326.16565,2.1340247,0.25441713,0.00456858,7.15E-13,0.114502,0.970123,1.21E-18,0.0011144,0.00038661,1.83E-18,1,7.15E-13,0.929895,0.964405,9.42E-18,0.0103851,2.20E-09,0.966029,2.33E-18,4.72E-15
S268,0.88978147,1.99E-12,201.16565,21.884025,0.10441713,0.00370982,1.21E-13,0.0463455,0.994868,5.84E-19,0.000245768,0,2.01E-18,1,1.21E-13,0.724158,0.991384,8.60E-19,0.00596058,9.37E-10,0.993741,2.25E-18,1.50E-16
S269,0.64228147,3.54E-11,388.66565,12.009025,0.17941713,0.00431518,3.56E-13,0.0796504,0.985051,5.68E-19,0.000987862,0.000321537,8.29E-19,1,3.56E-13,0.927592,0.979795,3.41E-18,0.00985726,1.57E-09,0.982429,2.25E-18,2.58E-15
S270,0.14728147,1.12E-13,263.66565,31.759025,0.32941713,0.00271942,1.20E-12,0.143179,0.95,3.18E-18,0.00439948,0.000153866,2.22E-18,1,1.20E-12,0.932937,0.933801,4.79E-17,0.0657971,2.13E-09,0.941174,6.53E-18,1.44E-14
S271,0.17821897,5.07E-11,302.72815,8.3058997,0.17004213,0.00237223,3.20E-13,0.0750888,0.986609,1.53E-18,0.00127598,0.000659399,1.14E-18,1,3.20E-13,0.96721,0.980805,1.27E-17,0.0205751,1.12E-09,0.98442,6.15E-18,1.73E-15
S272,0.67321897,1.60E-13,177.72815,28.0559,0.32004213,0.00554956,1.13E-12,0.140646,0.952294,9.73E-19,0.0039601,5.21E-05,1.35E-18,1,1.13E-12,0.910862,0.95148,5.93E-18,0.0339034,2.29E-09,0.943877,2.66E-18,2.59E-14
S273,0.92071897,9.02E-10,365.22815,18.1809,0.39504213,0.00819488,1.72E-12,0.180429,0.928843,2.12E-17,0.0165302,0.0002623,5.21E-17,1,1.72E-12,0.905368,0.903609,1.11E-16,0.0895283,3.65E-09,0.918563,1.84E-17,1.99E-13
S274,0.42571897,2.85E-12,240.22815,37.9309,0.24504213,0.00402407,6.62E-13,0.107631,0.972236,2.94E-18,0.00555531,0.000169364,3.31E-18,1,6.62E-13,0.958167,0.954942,2.97E-17,0.0554381,1.56E-09,0.967409,8.49E-18,1.95E-14
S275,0.30196897,2.14E-10,208.97815,32.9934,0.20754213,0.00348908,4.75E-13,0.0924231,0.980108,1.44E-17,0.0142415,0.000408684,1.49E-17,1,4.75E-13,0.933017,0.978175,1.33E-16,0.171163,1.71E-09,0.97713,4.16E-17,3.65E-14
S276,0.79696897,6.76E-13,333.97815,13.2434,0.35754213,0.00640132,1.41E-12,0.157901,0.940662,6.81E-19,0.00169382,7.03E-05,1.01E-18,1,1.41E-12,0.917406,0.925588,5.30E-18,0.0115197,2.58E-09,0.930428,1.00E-18,1.44E-14
S277,0.54946897,1.20E-11,271.47815,23.1184,0.28254213,0.00496199,8.82E-13,0.125102,0.963104,3.89E-18,0.00537689,0.000171118,4.70E-18,1,8.82E-13,0.904388,0.9674,2.93E-17,0.0451804,2.03E-09,0.956866,6.59E-18,2.75E-14
S278,0.054468975,3.80E-14,396.47815,3.3683997,0.13254213,0.00106786,1.95E-13,0.0577195,0.991812,1.15E-19,3.49E-05,0,1.47E-19,1,1.95E-13,0.784105,0.989714,2.57E-19,0.00213647,1.14E-09,0.990207,5.74E-19,1.24E-17
S279,0.11634397,4.39E-10,255.85315,10.77465,0.30129213,0.0029969,1.00E-12,0.135596,0.958117,3.58E-17,0.0136826,0.000712676,3.28E-17,1,1.00E-12,0.942644,0.940683,2.95E-16,0.190007,1.84E-09,0.953209,4.73E-17,4.60E-14
S280,0.61134397,1.39E-12,380.85315,30.52465,0.15129213,0.0037277,2.52E-13,0.0666562,0.989345,4.80E-19,0.000708264,0.00110075,1.31E-18,1,2.52E-13,0.926981,0.984111,1.75E-18,0.00951718,1.36E-09,0.987355,2.26E-18,1.19E-15
S281,0.85884397,2.47E-11,193.35315,0.89964972,0.22629213,0.00547961,5.66E-13,0.100831,0.976172,1.04E-19,0.000199682,0.000163851,1.44E-19,1,5.66E-13,0.927016,0.967491,7.28E-19,0.00161433,2.06E-09,0.972097,2.71E-19,8.82E-16
S282,0.36384397,7.81E-14,318.35315,20.64965,0.37629213,0.00448397,1.56E-12,0.164202,0.93481,8.57E-19,0.00220355,6.77E-05,9.31E-19,1,1.56E-12,0.930576,0.902527,6.28E-18,0.0223616,2.53E-09,0.92322,1.58E-18,1.37E-14
S283,0.48759397,5.86E-12,349.60315,25.58715,0.33879213,0.0050878,1.27E-12,0.149549,0.94719,4.79E-18,0.00564124,0.000168379,6.04E-18,1,1.27E-12,0.943082,0.91237,3.31E-17,0.0451729,2.17E-09,0.938255,5.75E-18,3.59E-14
S284,0.98259397,1.85E-14,224.60315,5.8371497,0.18879213,0.00505566,3.94E-13,0.0834141,0.983054,3.42E-20,0.000106647,0.000587976,1.82E-19,1,3.94E-13,0.868877,0.974887,9.89E-21,0.00119314,1.70E-09,0.980027,1.59E-19,3.09E-16
S285,0.73509397,1.04E-10,287.10315,35.46215,0.11379213,0.00371177,1.43E-13,0.0506401,0.993977,2.16E-18,0.00172932,0.00179358,3.40E-18,1,1.43E-13,0.742814,0.990433,5.97E-18,0.0222516,9.89E-10,0.992734,9.10E-18,1.89E-15
S286,0.24009397,3.29E-13,162.10315,15.71215,0.26379213,0.00311221,7.68E-13,0.115041,0.967813,1.42E-18,0.00264619,0.000167501,1.31E-18,1,7.68E-13,0.945524,0.956333,2.01E-17,0.0353028,1.81E-09,0.962107,4.47E-18,7.80E-15
S287,0.25556272,3.41E-12,228.5094,3.9855872,0.20285463,0.00289538,4.55E-13,0.0889747,0.980931,3.76E-19,0.000504616,0.000357526,3.66E-19,1,4.55E-13,0.958126,0.974135,3.37E-18,0.00718467,1.38E-09,0.977582,1.41E-18,1.02E-15
S288,0.75056272,1.08E-14,353.5094,23.735587,0.35285463,0.00606423,1.38E-12,0.155105,0.941826,9.51E-20,0.00100007,2.20E-05,1.74E-19,1,1.38E-12,0.930711,0.920084,1.19E-19,0.0083842,2.71E-09,0.931566,4.57E-19,7.90E-15
S289,0.99806272,6.07E-11,166.0094,13.860587,0.27785463,0.00657277,8.51E-13,0.124538,0.964261,4.42E-18,0.00650912,0.00015551,6.76E-18,1,8.51E-13,0.923757,0.950378,3.16E-17,0.0436441,2.61E-09,0.958377,6.76E-18,4.35E-14
S290,0.50306272,1.92E-13,291.0094,33.610587,0.30539369,0.00474192,1.03E-12,0.133843,0.956647,8.48E-19,0.00300704,6.79E-05,1.08E-18,1,1.03E-12,0.934848,0.941553,6.61E-18,0.0289527,2.18E-09,0.94898,2.52E-18,1.59E-14
S291,0.37931272,2.56E-10,384.7594,38.548087,0.16535463,0.00344153,3.02E-13,0.0735428,0.987341,5.13E-18,0.00552113,0.000466327,4.93E-18,1,3.02E-13,0.901029,0.983627,3.20E-17,0.0655132,1.40E-09,0.985293,1.97E-17,1.06E-14
S292,0.87431272,8.09E-13,259.7594,18.798087,0.31535463,0.0062774,1.10E-12,0.139439,0.953567,7.98E-19,0.00246776,6.28E-05,1.13E-18,1,1.10E-12,0.912907,0.935847,6.47E-18,0.0178781,2.93E-09,0.945576,1.61E-18,1.80E-14
S293,0.62681272,1.44E-11,322.2594,28.673087,0.39035463,0.00621584,1.68E-12,0.173578,0.930199,1.20E-17,0.0105507,0.00018796,1.79E-17,1,1.68E-12,0.789007,0.917799,6.80E-17,0.0738027,3.33E-09,0.918618,9.99E-18,9.52E-14
S294,0.13181272,4.55E-14,197.2594,8.9230872,0.24035463,0.00219002,6.38E-13,0.104313,0.973246,3.63E-19,0.000720618,0.000268731,3.58E-19,1,6.38E-13,0.950201,0.965212,3.21E-18,0.0150517,1.51E-09,0.968414,1.80E-18,1.33E-15
S295,0.069937725,1.25E-10,306.6344,16.329337,0.12053041,0.00134729,1.61E-13,0.0533382,0.99324,6.58E-18,0.00199308,0.0024102,2.32E-18,1,1.61E-13,0.729917,0.991442,3.43E-17,0.0622555,1.01E-09,0.99206,2.70E-17,9.63E-16
S296,0.56493772,3.94E-13,181.6344,36.079337,0.18410463,0.00391736,3.74E-13,0.0808884,0.984184,9.13E-19,0.0020854,0.000454899,2.22E-18,1,3.74E-13,0.960735,0.977482,3.47E-18,0.0260323,1.43E-09,0.981309,4.41E-18,4.88E-15
S297,0.81243772,7.01E-12,369.1344,6.4543372,0.10910463,0.00367203,1.32E-13,0.0484409,0.994403,1.33E-19,8.22E-05,0,3.77E-19,1,1.32E-13,0.751602,0.98996,2.65E-19,0.00147367,9.95E-10,0.993197,5.52E-19,6.67E-17
S298,0.31743772,2.22E-14,244.1344,26.204337,0.25910463,0.00346861,7.41E-13,0.112845,0.968774,3.07E-19,0.00131001,0.000138111,5.74E-19,1,7.41E-13,0.948058,0.957087,7.48E-19,0.0188385,1.76E-09,0.963095,1.75E-18,4.16E-15
S299,0.44118772,2.96E-11,150.3844,21.266837,0.29660463,0.00468355,9.72E-13,0.131625,0.959499,1.51E-17,0.0132732,0.00023434,1.58E-17,1,9.72E-13,0.836753,0.94566,1.19E-16,0.122898,2.56E-09,0.952912,1.97E-17,6.76E-14
S300,0.93618772,9.35E-14,275.3844,1.5168372,0.14660463,0.00441029,2.37E-13,0.0649606,0.989841,1.24E-20,1.71E-05,0,6.48E-20,1,2.37E-13,0.812765,0.981779,5.22E-21,0.000265091,1.36E-09,0.987936,5.30E-20,2.81E-17
S301,0.68868772,5.26E-10,212.8844,31.141837,0.22160463,0.00529159,5.42E-13,0.0997335,0.977355,1.12E-17,0.0148887,0.000269728,1.68E-17,1,5.42E-13,0.894574,0.969942,8.98E-17,0.117954,1.90E-09,0.973898,2.74E-17,6.24E-14
S302,0.19368772,1.66E-12,337.8844,11.391837,0.37160463,0.00340302,1.52E-12,0.162823,0.936857,4.13E-18,0.00289518,0.000263813,3.57E-18,1,1.52E-12,0.923132,0.916999,3.52E-17,0.034184,2.40E-09,0.926229,4.23E-18,1.35E-14
S303,0.16275022,7.53E-10,189.4469,29.907462,0.13722963,0.00231139,2.08E-13,0.0612554,0.991235,2.06E-17,0.0107015,0.000974117,1.08E-17,1,2.08E-13,0.6965,0.988742,1.36E-16,0.192559,1.15E-09,0.989907,7.61E-17,1.11E-14
S304,0.65775022,2.38E-12,314.4469,10.157462,0.28722963,0.00531605,9.12E-13,0.126857,0.96169,6.21E-19,0.00131291,0.000108462,7.94E-19,1,9.12E-13,0.93234,0.952583,5.21E-18,0.0103619,2.08E-09,0.955064,1.24E-18,7.32E-15
S305,0.90525022,4.24E-11,251.9469,39.782462,0.36222963,0.00717128,1.45E-12,0.162393,0.939583,1.86E-17,0.0192952,0.000170331,3.17E-17,1,1.45E-12,0.902086,0.919475,1.07E-16,0.118432,3.27E-09,0.929709,1.68E-17,1.86E-13
S306,0.41025022,1.34E-13,376.9469,20.032462,0.21222963,0.00358988,4.97E-13,0.0928435,0.979003,2.14E-19,0.000632244,0.000265421,4.35E-19,1,4.97E-13,0.953712,0.971187,7.26E-19,0.00860762,1.59E-09,0.975188,1.13E-18,1.64E-15
S307,0.28650022,1.00E-11,283.1969,15.094962,0.24972963,0.0034489,6.89E-13,0.110023,0.971227,2.61E-18,0.00303976,0.000265108,2.49E-18,1,6.89E-13,0.937117,0.968402,2.50E-17,0.0341987,1.57E-09,0.9664,6.08E-18,9.40E-15
S308,0.78150022,3.18E-14,158.1969,34.844962,0.39972963,0.00660616,1.77E-12,0.175918,0.925795,9.10E-19,0.00543195,2.68E-05,1.43E-18,1,1.77E-12,0.90143,0.915538,3.28E-18,0.0410669,2.82E-09,0.912788,2.18E-18,5.34E-14
S309,0.53400022,1.79E-10,345.6969,5.2199622,0.32472963,0.00558663,1.16E-12,0.145578,0.951653,2.96E-18,0.00261254,0.000289607,5.05E-18,1,1.16E-12,0.862658,0.949909,2.08E-17,0.019814,2.74E-09,0.944361,3.52E-18,1.75E-14
S310,0.039000225,5.65E-13,220.6969,24.969962,0.17472963,0.00106392,3.37E-13,0.0761524,0.985898,5.19E-18,0.00244673,0.00166534,2.49E-18,1,3.37E-13,0.676318,0.982385,5.01E-17,0.102058,1.48E-09,0.983427,2.28E-17,1.49E-15
S311,0.10087522,2.06E-11,361.3219,32.376212,0.26847963,0.0022462,7.96E-13,0.118546,0.966781,1.97E-17,0.00961471,0.000580908,1.23E-17,1,7.96E-13,0.944831,0.956251,1.84E-16,0.165851,1.68E-09,0.961755,3.32E-17,2.11E-14
S312,0.59587522,6.52E-14,236.3219,12.626212,0.33498354,0.00533717,1.24E-12,0.146717,0.947916,2.56E-19,0.00120784,4.36E-05,3.46E-19,1,1.24E-12,0.930897,0.9279,1.11E-18,0.0109914,2.30E-09,0.938706,7.54E-19,7.93E-15
S313,0.84337522,3.67E-10,298.8219,22.501212,0.19347963,0.00530808,4.14E-13,0.0870049,0.982659,3.07E-18,0.00491573,0.000255371,4.51E-18,1,4.14E-13,0.839024,0.973531,2.16E-17,0.0378682,1.68E-09,0.979812,9.49E-18,1.76E-14
S314,0.34837522,1.16E-12,173.8219,2.7512122,0.34347963,0.00429042,1.30E-12,0.15061,0.945717,7.35E-19,0.000905792,0.000148862,7.33E-19,1,1.30E-12,0.908923,0.942859,7.97E-18,0.00856171,2.18E-09,0.936336,9.70E-19,4.92E-15
S315,0.47212522,8.70E-11,267.5719,7.6887122,0.38097963,0.00562726,1.60E-12,0.170339,0.933745,9.73E-18,0.00572179,0.000289775,1.32E-17,1,1.60E-12,0.814083,0.917489,5.69E-17,0.0443253,3.23E-09,0.923591,7.81E-18,4.56E-14
S316,0.96712522,2.75E-13,392.5719,27.438712,0.23097963,0.00559833,5.89E-13,0.102192,0.974897,2.11E-19,0.000937672,0.000112071,4.77E-19,1,5.89E-13,0.931212,0.959621,5.14E-19,0.00834675,2.24E-09,0.970508,9.26E-19,4.26E-15
S317,0.71962522,4.89E-12,205.0719,17.563712,0.15597963,0.00412359,2.69E-13,0.0690225,0.988626,6.90E-19,0.00111728,0.000705037,1.57E-18,1,2.69E-13,0.888497,0.98235,3.31E-18,0.0127559,1.38E-09,0.986532,3.06E-18,2.23E-15
S318,0.22462522,1.55E-14,330.0719,37.313712,0.30597963,0.00317631,1.03E-12,0.13281,0.956624,4.74E-19,0.00193287,7.34E-05,5.00E-19,1,1.03E-12,0.939332,0.941291,2.13E-18,0.0295214,1.90E-09,0.948799,2.21E-18,6.81E-15
S319,0.21689085,1.57E-11,203.11878,12.317618,0.35051088,0.00363449,1.36E-12,0.154969,0.943743,1.57E-17,0.00816041,0.000355543,1.37E-17,1,1.36E-12,0.935805,0.916449,1.22E-16,0.0910274,2.16E-09,0.934865,1.51E-17,3.84E-14
S320,0.71189085,4.98E-14,328.11878,32.067618,0.20051088,0.00450128,4.44E-13,0.0881938,0.981113,1.99E-19,0.000674091,0.000332408,6.60E-19,1,4.44E-13,0.949961,0.972587,1.49E-19,0.00793843,1.98E-09,0.977694,1.02E-18,1.99E-15
S321,0.95939085,2.80E-10,265.61878,2.4426185,0.12551088,0.00445331,1.74E-13,0.0562165,0.992662,1.85E-19,0.000206105,0.000758381,2.54E-19,1,1.74E-13,0.705933,0.987597,6.79E-19,0.00199655,1.11E-09,0.991243,7.65E-19,3.35E-16
S322,0.46439085,8.86E-13,390.61878,22.192618,0.27551088,0.00438689,8.39E-13,0.120886,0.964778,7.67E-19,0.00182109,0.00011138,8.88E-19,1,8.39E-13,0.950864,0.943302,7.40E-18,0.0173032,1.96E-09,0.958579,2.05E-18,7.97E-15
S323,0.34064085,6.64E-11,296.86878,27.130118,0.31301088,0.00437108,1.08E-12,0.139251,0.954987,1.76E-17,0.0128305,0.000331305,2.14E-17,1,1.08E-12,0.832468,0.951445,1.32E-16,0.124469,2.65E-09,0.948067,2.15E-17,6.46E-14
S324,0.83564085,2.10E-13,171.86878,7.3801185,0.16301088,0.00441153,2.94E-13,0.0720205,0.987477,1.27E-19,0.000248678,0.000909028,4.81E-19,1,2.94E-13,0.873232,0.981629,1.34E-19,0.00317637,1.43E-09,0.985169,5.73E-19,5.29E-16
S325,0.58814085,3.73E-12,359.36878,37.005118,0.23801088,0.00461727,6.24E-13,0.10493,0.97375,1.52E-18,0.00333648,0.00015314,2.00E-18,1,6.24E-13,0.913189,0.969169,1.27E-17,0.0307442,1.92E-09,0.96919,4.53E-18,1.30E-14
S326,0.09314085,1.18E-14,234.36878,17.255118,0.10265932,0.00121926,1.17E-13,0.0447046,0.995074,5.28E-19,0,0,1.14E-18,1,1.17E-13,0.978894,0.992977,2.03E-19,0.00672414,7.37E-10,0.993958,2.28E-18,5.35E-20
S327,0.03126585,5.75E-10,343.74378,9.8488685,0.18176088,0.0014568,3.65E-13,0.0799125,0.98489,1.98E-17,0.00606145,0.00167451,9.99E-18,1,3.66E-13,0.535998,0.980671,1.97E-16,0.186148,1.52E-09,0.982899,5.55E-17,5.97E-15
S328,0.52626585,1.82E-12,218.74378,29.598868,0.33176088,0.00513808,1.22E-12,0.145982,0.94919,4.58E-18,0.00724482,0.00011833,5.38E-18,1,1.22E-12,0.931417,0.930903,4.20E-17,0.0576317,2.09E-09,0.940454,6.59E-18,4.55E-14
S329,0.77376585,3.23E-11,281.24378,19.723868,0.25676088,0.00560124,7.28E-13,0.114428,0.969464,2.73E-18,0.00429167,0.000167708,3.75E-18,1,7.28E-13,0.937297,0.95576,1.84E-17,0.0335271,2.45E-09,0.964335,5.23E-18,2.24E-14
S330,0.27876585,1.02E-13,156.24378,39.473868,0.10676088,0.00214694,1.26E-13,0.0468039,0.994688,1.45E-18,0.000222615,0,4.27E-18,1,1.26E-13,0.977586,0.992484,1.12E-18,0.0176299,7.89E-10,0.993512,6.04E-18,7.23E-17
S331,0.40251585,7.67E-12,249.99378,34.536368,0.14426088,0.00306026,2.30E-13,0.0635367,0.990339,1.93E-18,0.00200769,0.00123072,3.29E-18,1,2.30E-13,0.963372,0.987684,7.73E-18,0.0318396,1.31E-09,0.988553,8.68E-18,2.67E-15
S332,0.89751585,2.43E-14,374.99378,14.786368,0.29426088,0.00604041,9.56E-13,0.129825,0.95928,5.89E-20,0.000477717,4.20E-05,1.29E-19,1,9.56E-13,0.926532,0.941804,5.02E-20,0.00402346,2.84E-09,0.952181,2.86E-19,3.08E-15
S333,0.65001585,1.36E-10,187.49378,24.661368,0.36926088,0.00644483,1.51E-12,0.165902,0.937622,3.78E-17,0.0252925,0.000246246,5.50E-17,1,1.51E-12,0.846965,0.935147,2.25E-16,0.172216,3.12E-09,0.927953,3.13E-17,2.24E-13
S334,0.15501585,4.31E-13,312.49378,4.9113685,0.21926088,0.00231067,5.31E-13,0.0955828,0.977724,2.46E-19,0.000355526,0.000345107,2.17E-19,1,5.31E-13,0.954346,0.970382,3.00E-18,0.00613373,1.48E-09,0.973757,1.03E-18,6.28E-16
S335,0.18595335,1.95E-10,226.55628,35.770743,0.28488588,0.00333678,8.95E-13,0.127408,0.96259,5.35E-17,0.0304435,0.000520277,5.53E-17,1,8.96E-13,0.932841,0.956027,4.75E-16,0.370781,1.76E-09,0.957564,8.20E-17,1.06E-13
S336,0.68095335,6.18E-13,351.55628,16.020743,0.13488588,0.00367917,2.00E-13,0.0594229,0.991515,2.06E-19,0.0002175,0.00249561,7.07E-19,1,2.00E-13,0.872183,0.985095,3.47E-19,0.00361415,1.23E-09,0.989874,9.20E-19,2.83E-16
S337,0.92845335,1.10E-11,164.05628,25.895743,0.20988588,0.00540635,4.87E-13,0.0934361,0.979383,1.99E-18,0.00458716,0.000169683,3.10E-18,1,4.87E-13,0.901485,0.96999,1.43E-17,0.0379769,1.89E-09,0.975809,6.44E-18,1.83E-14
S338,0.43345335,3.48E-14,289.05628,6.1457435,0.35988588,0.00474679,1.43E-12,0.157139,0.940136,1.21E-19,0.000514928,4.45E-05,1.44E-19,1,1.43E-12,0.933,0.909987,5.35E-19,0.00525126,2.45E-09,0.929427,3.30E-19,3.25E-15
S339,0.30970335,4.63E-11,382.80628,1.2082435,0.39738588,0.00468616,1.74E-12,0.176918,0.928018,1.34E-18,0.000650596,0.000358109,1.61E-18,1,1.74E-12,0.796543,0.913734,7.83E-18,0.0060045,3.36E-09,0.917031,1.04E-18,4.50E-15
S340,0.80470335,1.47E-13,257.80628,20.958243,0.24738588,0.00530357,6.76E-13,0.109011,0.971289,2.34E-19,0.00112928,9.36E-05,4.92E-19,1,6.76E-13,0.94135,0.956692,5.99E-19,0.0106302,2.44E-09,0.966221,1.06E-18,5.25E-15
S341,0.55720335,8.24E-10,320.30628,11.083243,0.17238588,0.00432609,3.29E-13,0.07737,0.986234,2.10E-18,0.00257946,0.00036674,2.42E-18,1,3.29E-13,0.819112,0.980792,1.33E-17,0.0244625,1.46E-09,0.984084,7.39E-18,6.60E-15
S342,0.06220335,2.61E-12,195.30628,30.833243,0.12316713,0.00115166,1.68E-13,0.0539045,0.992945,6.62E-18,0.00193033,0.00623084,4.58E-18,1,1.68E-13,0.757682,0.991066,3.06E-17,0.0839399,1.04E-09,0.991597,3.02E-17,7.35E-16
S343,0.12407835,5.35E-12,335.93128,23.426993,0.11613588,0.00157688,1.50E-13,0.0509666,0.993712,2.01E-18,0.000717402,0.00610813,2.00E-18,1,1.50E-13,0.972263,0.992622,6.64E-18,0.0219232,7.68E-10,0.992456,9.16E-18,3.27E-16
S344,0.61907835,1.69E-14,210.93128,3.6769935,0.26613588,0.00482376,7.82E-13,0.116639,0.966824,2.72E-20,0.000174796,8.01E-05,6.36E-20,1,7.82E-13,0.949164,0.94619,2.43E-20,0.00184047,2.13E-09,0.96087,1.54E-19,7.95E-16
S345,0.86657835,9.52E-11,398.43128,33.301993,0.34113588,0.00693344,1.29E-12,0.153316,0.946491,1.10E-17,0.011429,0.000200855,2.01E-17,1,1.29E-12,0.908234,0.926746,6.28E-17,0.0707665,3.10E-09,0.937946,1.10E-17,1.00E-13
