run_id,Bo,Mo,Sc,E,d,t_detach,Vbubble_detach,yCent_detach,jNorm_detach,mGrowth_detach,dC_detach,kL_detach,dNb_detach,detached,Vbubble_end,yCent_end,jNorm_end,mGrowth_end,dC_end,Aint_end,jNorm_mean,mGrowth_mean,AdCInt
S514,0.45182249,1.39E-13,272.69886,37.043693,0.25119447,0.00408582,6.97E-13,0.110021,0.970629,6.41E-19,0.00226592,0.00011602,9.60E-19,1,6.97E-13,0.947779,0.957874,3.27E-18,0.026335,1.87E-09,0.965393,2.78E-18,8.27E-15
S515,0.32807249,1.04E-11,178.94886,32.106193,0.28869447,0.00394959,9.20E-13,0.127307,0.961609,1.39E-17,0.0131839,0.000233499,1.28E-17,1,9.21E-13,0.935679,0.951666,1.26E-16,0.133666,1.81E-09,0.95524,2.14E-17,5.48E-14
S516,0.82307249,3.29E-14,303.94886,12.356193,0.13869447,0.00402971,2.13E-13,0.0613097,0.990923,7.55E-20,7.37E-05,0,4.43E-19,1,2.13E-13,0.841043,0.983462,1.83E-20,0.00153634,1.28E-09,0.989148,3.25E-19,8.81E-17
S517,0.57557249,1.85E-10,241.44886,22.231193,0.21369447,0.00465379,5.04E-13,0.0953921,0.978925,4.88E-18,0.00687935,0.000277092,6.71E-18,1,5.04E-13,0.940249,0.973284,4.17E-17,0.061855,1.91E-09,0.975545,1.38E-17,2.42E-14
S518,0.080572491,5.84E-13,366.44886,2.4811927,0.10969057,0.00120694,1.33E-13,0.0479378,0.994398,1.48E-19,2.97E-05,0,1.65E-19,1,1.33E-13,0.971799,0.993906,3.10E-19,0.00167056,7.41E-10,0.993228,6.66E-19,7.95E-18
S519,0.018697491,2.13E-11,225.82386,14.824943,0.19494447,0.000884453,4.19E-13,0.0863021,0.982384,2.52E-17,0.00616828,0.00173163,6.49E-18,1,4.19E-13,0.927646,0.981379,3.11E-16,0.302638,1.63E-09,0.97995,7.64E-17,3.75E-15
S520,0.51369749,6.75E-14,350.82386,34.574943,0.34494447,0.00505697,1.31E-12,0.150909,0.944914,6.27E-19,0.00248243,4.80E-05,7.65E-19,1,1.31E-12,0.947138,0.895636,2.85E-18,0.0235567,2.52E-09,0.93518,1.60E-18,1.59E-14
S521,0.76119749,3.79E-10,163.32386,4.9499427,0.26994447,0.00604338,8.05E-13,0.121671,0.966405,3.74E-18,0.0040123,0.000241682,5.78E-18,1,8.05E-13,0.927231,0.956205,2.82E-17,0.0288318,2.46E-09,0.961248,5.83E-18,2.39E-14
S522,0.26619749,1.20E-12,288.32386,24.699943,0.11994447,0.00225069,1.59E-13,0.0524809,0.993333,9.20E-19,0.000455017,0.00658007,1.89E-18,1,1.59E-13,0.976924,0.990045,2.44E-18,0.0119016,8.57E-10,0.991971,4.22E-18,2.88E-16
S523,0.38994749,9.00E-11,382.07386,29.637443,0.15744447,0.00329696,2.74E-13,0.0697768,0.98854,2.53E-18,0.00282653,0.000566834,2.71E-18,1,2.74E-13,0.930723,0.98541,1.49E-17,0.0354028,1.34E-09,0.986566,1.05E-17,4.79E-15
S524,0.88494749,2.84E-13,257.07386,9.8874427,0.30744447,0.00619522,1.04E-12,0.13586,0.955752,2.25E-19,0.000953746,5.09E-05,3.40E-19,1,1.04E-12,0.917251,0.938416,1.13E-18,0.0074027,2.93E-09,0.948097,5.96E-19,6.68E-15
S525,0.63744749,5.06E-12,319.57386,39.512443,0.38244447,0.00610085,1.62E-12,0.169411,0.932758,9.33E-18,0.0107097,0.000145993,1.36E-17,1,1.62E-12,0.873264,0.93862,5.71E-17,0.0751397,2.73E-09,0.921376,8.75E-18,9.28E-14
S526,0.14244749,1.60E-14,194.57386,19.762443,0.23244447,0.00222692,5.98E-13,0.100881,0.974876,4.75E-19,0.00112994,0.00031505,6.37E-19,1,5.98E-13,0.953653,0.966053,1.68E-18,0.0250342,1.44E-09,0.970276,2.80E-18,2.02E-15
S527,0.17338499,3.53E-12,343.01136,20.996818,0.26056947,0.00273276,7.50E-13,0.114278,0.968673,3.53E-18,0.00330589,0.000309947,2.63E-18,1,7.50E-13,0.947327,0.957603,3.52E-17,0.0473972,1.70E-09,0.963416,7.69E-18,8.48E-15
S528,0.66838499,1.12E-14,218.01136,1.2468177,0.11056947,0.00327819,1.35E-13,0.048792,0.994271,9.96E-21,0,0,6.15E-20,1,1.35E-13,0.833553,0.990175,1.72E-21,0.000136435,9.98E-10,0.993014,3.92E-20,1.49E-20
S529,0.91588499,6.28E-11,280.51136,30.871818,0.18556947,0.00516875,3.80E-13,0.0827833,0.983992,2.04E-18,0.00394288,0.00024645,3.18E-18,1,3.80E-13,0.855405,0.973755,1.24E-17,0.033044,1.65E-09,0.981223,7.29E-18,1.29E-14
S530,0.42088499,1.99E-13,155.51136,11.121818,0.33556947,0.00456849,1.24E-12,0.146829,0.947871,9.58E-19,0.00237073,7.73E-05,1.03E-18,1,1.24E-12,0.930434,0.932586,1.03E-17,0.022514,2.02E-09,0.93868,1.99E-18,1.34E-14
S531,0.29713499,2.65E-10,249.26136,16.059318,0.37306947,0.00475944,1.54E-12,0.167795,0.93625,4.32E-17,0.0196897,0.000419899,5.45E-17,1,1.54E-12,0.84261,0.931537,2.71E-16,0.18391,3.14E-09,0.927606,3.84E-17,1.30E-13
S532,0.79213499,8.37E-13,374.26136,35.809318,0.22306947,0.00506127,5.50E-13,0.0985141,0.976686,4.97E-19,0.00168997,0.000137307,9.17E-19,1,5.50E-13,0.949463,0.965079,2.94E-18,0.0156155,2.20E-09,0.972571,2.05E-18,6.68E-15
S533,0.54463499,1.49E-11,186.76136,6.1843177,0.14806947,0.00358414,2.41E-13,0.0653613,0.989855,4.67E-19,0.000564477,0.000877325,8.07E-19,1,2.41E-13,0.916359,0.985286,2.10E-18,0.00738124,1.29E-09,0.987985,2.01E-18,9.20E-16
S534,0.049634991,4.71E-14,311.76136,25.934318,0.29806947,0.0015127,9.80E-13,0.129229,0.959086,3.11E-18,0.00265728,0.000296595,1.29E-18,1,9.80E-13,0.938043,0.947003,5.17E-17,0.0688826,1.83E-09,0.951884,7.79E-18,4.35E-15
S535,0.11150999,1.29E-10,202.38636,38.278068,0.12931947,0.00172253,1.85E-13,0.0572337,0.992218,1.74E-17,0.00730162,0.00154273,7.69E-18,1,1.85E-13,0.815054,0.990157,1.02E-16,0.18011,1.08E-09,0.990881,7.11E-17,4.99E-15
S536,0.60650999,4.08E-13,327.38636,18.528068,0.27931947,0.00497361,8.61E-13,0.122764,0.963656,4.23E-19,0.00141802,7.86E-05,5.61E-19,1,8.61E-13,0.900106,0.968558,3.35E-18,0.0127936,2.08E-09,0.957264,1.30E-18,7.14E-15
S537,0.85400999,7.25E-12,264.88636,28.403068,0.35431947,0.0067287,1.39E-12,0.157624,0.941966,5.76E-18,0.00807389,0.000123382,8.82E-18,1,1.39E-12,0.889091,0.924137,3.42E-17,0.0534881,3.18E-09,0.93221,6.05E-18,7.15E-14
S538,0.35900999,2.29E-14,389.88636,8.6530677,0.20431947,0.00327664,4.61E-13,0.0891306,0.980562,5.58E-20,0.000158176,0.00043456,1.51E-19,1,4.61E-13,0.959314,0.972176,5.37E-20,0.00252854,1.44E-09,0.976978,3.23E-19,3.49E-16
S539,0.48275999,3.06E-11,296.13636,3.7155677,0.24181947,0.00439994,6.46E-13,0.107179,0.972972,5.33E-19,0.000777125,0.000226227,6.70E-19,1,6.46E-13,0.912161,0.975894,4.68E-18,0.00712832,1.78E-09,0.968488,1.30E-18,2.96E-15
S540,0.97775999,9.67E-14,171.13636,23.465568,0.39181947,0.00727036,1.70E-12,0.173115,0.928331,8.17E-19,0.00403189,2.98E-05,1.28E-18,1,1.70E-12,0.884749,0.925005,3.36E-18,0.0273801,3.15E-09,0.916015,1.58E-18,4.29E-14
S541,0.73025999,5.44E-10,358.63636,13.590568,0.31681947,0.00653337,1.11E-12,0.143382,0.953885,7.69E-18,0.00771749,0.000277608,1.63E-17,1,1.11E-12,0.922395,0.938824,5.13E-17,0.0509247,2.90E-09,0.947092,9.81E-18,5.89E-14
S542,0.23525999,1.72E-12,233.63636,33.340568,0.16681947,0.00250523,3.07E-13,0.0730045,0.987106,2.00E-18,0.00227954,0.000888146,2.72E-18,1,3.07E-13,0.965404,0.982417,1.36E-17,0.039167,1.15E-09,0.984754,9.41E-18,3.06E-15
S543,0.25072874,5.24E-11,159.41761,25.31713,0.36838197,0.00411921,1.50E-12,0.163875,0.937907,7.58E-17,0.0313032,0.00037806,6.66E-17,1,1.50E-12,0.829991,0.932358,4.85E-16,0.340715,3.12E-09,0.92864,6.22E-17,1.76E-13
S544,0.74572874,1.66E-13,284.41761,5.5671302,0.21838197,0.004816,5.26E-13,0.0961135,0.977662,5.68E-20,0.000220039,0.000188702,1.49E-19,1,5.26E-13,0.957961,0.964745,1.25E-19,0.00230338,1.92E-09,0.973694,2.75E-19,7.88E-16
S545,0.99322874,9.33E-10,221.91761,35.19213,0.14338197,0.00498088,2.27E-13,0.0646355,0.990481,5.18E-18,0.00676998,0.000378868,5.89E-18,1,2.27E-13,0.702765,0.985071,2.55E-17,0.0557468,1.24E-09,0.988786,1.98E-17,1.55E-14
S546,0.49822874,2.95E-12,346.91761,15.44213,0.29338197,0.00474012,9.52E-13,0.129248,0.960157,1.31E-18,0.0021577,0.000138341,1.52E-18,1,9.52E-13,0.937152,0.945312,1.09E-17,0.0184777,1.92E-09,0.953291,2.38E-18,1.10E-14
S547,0.37447874,2.21E-10,315.66761,10.50463,0.25588197,0.00427964,7.24E-13,0.11439,0.969767,4.58E-18,0.00429385,0.000355855,6.08E-18,1,7.24E-13,0.904744,0.971149,3.75E-17,0.0407048,1.90E-09,0.965301,8.76E-18,1.71E-14
S548,0.86947874,6.99E-13,190.66761,30.25463,0.10588197,0.00367144,1.24E-13,0.0469531,0.994719,6.62E-19,0.00023351,0,2.66E-18,1,1.24E-13,0.739253,0.991227,6.38E-19,0.00736181,9.48E-10,0.993541,2.55E-18,1.22E-16
S549,0.62197874,1.24E-11,378.16761,0.62963019,0.18088197,0.00420031,3.61E-13,0.0800445,0.984822,2.24E-20,4.11E-05,0,3.57E-20,1,3.61E-13,0.945685,0.98009,1.23E-19,0.000439414,1.63E-09,0.982134,9.10E-20,1.05E-16
S550,0.12697874,3.93E-14,253.16761,20.37963,0.33088197,0.00251733,1.21E-12,0.143563,0.949581,1.43E-18,0.00236378,0.000130289,9.39E-19,1,1.21E-12,0.932983,0.933154,1.71E-17,0.0407002,2.04E-09,0.940616,3.46E-18,7.21E-15
S551,0.065103741,4.54E-10,393.79261,32.72338,0.23713197,0.0021063,6.21E-13,0.10616,0.974024,5.23E-17,0.0208075,0.00104634,4.03E-17,1,6.21E-13,0.915,0.972001,5.26E-16,0.423708,1.99E-09,0.970965,1.09E-16,3.85E-14
S552,0.56010374,1.44E-12,268.79261,12.97338,0.38713197,0.00570059,1.66E-12,0.170574,0.931062,2.39E-18,0.00321502,0.000121382,3.20E-18,1,1.66E-12,0.912877,0.906122,1.92E-17,0.0235348,2.60E-09,0.919216,2.47E-18,2.63E-14
S553,0.80760374,2.55E-11,331.29261,22.84838,0.31213197,0.00627163,1.08E-12,0.139218,0.954967,4.42E-18,0.00573143,0.000157113,6.50E-18,1,1.08E-12,0.91069,0.943177,2.63E-17,0.039702,2.76E-09,0.947475,5.49E-18,4.14E-14
S554,0.31260374,8.08E-14,206.29261,3.0983802,0.16213197,0.0027617,2.90E-13,0.0708691,0.98775,6.61E-20,8.64E-05,0,1.99E-19,1,2.90E-13,0.964185,0.984112,9.84E-20,0.00177618,1.15E-09,0.985432,3.37E-19,1.15E-16
S555,0.43635374,6.06E-12,237.54261,8.0358802,0.31711244,0.00468131,1.11E-12,0.139948,0.953683,2.05E-18,0.0023902,0.000181036,2.36E-18,1,1.11E-12,0.955931,0.902749,1.63E-17,0.021251,2.20E-09,0.945858,2.81E-18,1.30E-14
S556,0.93135374,1.92E-14,362.54261,27.78588,0.27463197,0.00593936,8.33E-13,0.121317,0.964423,9.88E-20,0.000753024,5.61E-05,2.47E-19,1,8.33E-13,0.941875,0.948666,5.50E-20,0.00648909,2.16E-09,0.95825,5.02E-19,4.40E-15
S557,0.68385374,1.08E-10,175.04261,17.91088,0.34963197,0.00636195,1.35E-12,0.156821,0.943937,2.12E-17,0.0163509,0.000228552,3.08E-17,1,1.35E-12,0.868662,0.939669,1.36E-16,0.111904,2.93E-09,0.935112,1.94E-17,1.35E-13
S558,0.18885374,3.41E-13,300.04261,37.66088,0.19963197,0.00242318,4.41E-13,0.0870995,0.981491,1.31E-18,0.00207514,0.000452171,1.54E-18,1,4.41E-13,0.958804,0.97507,1.32E-17,0.0352812,1.36E-09,0.978143,6.42E-18,3.41E-15
S559,0.15791624,7.52E-11,260.98011,1.8640052,0.30275697,0.00306781,1.01E-12,0.134706,0.957791,2.56E-18,0.00122788,0.000532207,2.23E-18,1,1.01E-12,0.940221,0.942217,2.11E-17,0.016078,1.86E-09,0.951771,3.30E-18,4.20E-15
S560,0.65291624,2.38E-13,385.98011,21.614005,0.15275697,0.00381536,2.57E-13,0.0672216,0.989086,1.94E-19,0.000298335,0.00147512,7.22E-19,1,2.57E-13,0.927617,0.98385,2.29E-19,0.00458716,1.35E-09,0.987015,9.25E-19,4.89E-16
S561,0.90041624,4.23E-12,198.48011,11.739005,0.22775697,0.00549585,5.73E-13,0.101128,0.975733,5.90E-19,0.00159805,0.000133602,9.48E-19,1,5.73E-13,0.929092,0.963911,4.84E-18,0.013042,2.18E-09,0.971544,1.89E-18,7.10E-15
S562,0.40541624,1.34E-14,323.48011,31.489005,0.37775697,0.00470197,1.58E-12,0.164839,0.934171,3.74E-19,0.00207707,3.51E-05,4.78E-19,1,1.58E-12,0.928951,0.90248,1.37E-18,0.0217256,2.59E-09,0.922386,1.19E-18,1.36E-14
S563,0.28166624,1.78E-11,354.73011,36.426505,0.34025697,0.00404871,1.28E-12,0.150563,0.946918,1.79E-17,0.0125416,0.000311901,1.99E-17,1,1.28E-12,0.793855,0.940098,1.35E-16,0.131046,2.89E-09,0.938433,1.95E-17,6.37E-14
S564,0.77666624,5.64E-14,229.73011,16.676505,0.19025697,0.00456689,4.00E-13,0.0837471,0.982957,1.47E-19,0.000444,0.000449254,5.53E-19,1,4.00E-13,0.933599,0.975079,9.33E-20,0.0052721,1.81E-09,0.979868,7.28E-19,1.23E-15
S565,0.52916624,3.17E-10,292.23011,26.551505,0.34230776,0.00583931,1.29E-12,0.154177,0.94628,2.91E-17,0.0204611,0.000313386,4.75E-17,1,1.29E-12,0.860707,0.943871,1.85E-16,0.151236,2.89E-09,0.938458,2.96E-17,1.52E-13
S566,0.034166241,1.00E-12,167.23011,6.8015052,0.26525697,0.00124419,7.78E-13,0.116093,0.967522,6.94E-18,0.00253243,0.000707804,2.14E-18,1,7.78E-13,0.862605,0.963275,8.73E-17,0.0894319,2.23E-09,0.96219,1.35E-17,3.02E-15
S567,0.096041241,8.68E-12,276.60511,19.145255,0.17150697,0.00170456,3.24E-13,0.0751987,0.986435,3.59E-18,0.00237694,0.000964497,2.22E-18,1,3.24E-13,0.964915,0.981953,3.56E-17,0.0528532,1.10E-09,0.984146,1.50E-17,2.30E-15
S568,0.59104124,2.74E-14,151.60511,38.895255,0.32150697,0.00519328,1.14E-12,0.140798,0.951891,6.91E-19,0.00430927,4.09E-05,1.07E-18,1,1.14E-12,0.924948,0.942574,2.08E-18,0.0411523,2.23E-09,0.943335,2.79E-18,2.63E-14
S569,0.83854124,1.54E-10,339.10511,9.2702552,0.39650697,0.00746833,1.74E-12,0.178837,0.928138,7.34E-18,0.00574776,0.000228746,1.45E-17,1,1.74E-12,0.879559,0.913151,3.99E-17,0.0331959,3.42E-09,0.916932,5.77E-18,6.33E-14
S570,0.34354124,4.88E-13,214.10511,29.020255,0.24650697,0.00358665,6.72E-13,0.107868,0.97178,1.42E-18,0.00324326,0.000160218,1.64E-18,1,6.72E-13,0.948525,0.962253,1.61E-17,0.0378397,1.68E-09,0.966785,5.09E-18,1.02E-14
S571,0.46729124,6.51E-10,182.85511,24.082755,0.20900697,0.00441469,4.83E-13,0.0938135,0.979803,1.36E-17,0.0144416,0.000346702,1.65E-17,1,4.83E-13,0.905478,0.974778,1.11E-16,0.138553,1.77E-09,0.976848,3.57E-17,4.75E-14
S572,0.96229124,2.06E-12,307.85511,4.3327552,0.35900697,0.00704924,1.42E-12,0.159447,0.940026,3.52E-19,0.000761157,8.08E-05,5.79E-19,1,1.42E-12,0.908962,0.920899,2.55E-18,0.00484376,3.32E-09,0.929835,4.52E-19,7.17E-15
S573,0.71479124,3.66E-11,245.35511,33.957755,0.28400697,0.00569956,8.91E-13,0.126578,0.962761,8.51E-18,0.0109216,0.000180644,1.17E-17,1,8.91E-13,0.91632,0.951941,5.95E-17,0.0823867,2.51E-09,0.956597,1.27E-17,6.47E-14
S574,0.21979124,1.16E-13,370.35511,14.207755,0.13400697,0.00213177,1.98E-13,0.0584992,0.991659,2.48E-19,0.000151492,0,5.95E-19,1,1.98E-13,0.970189,0.9895,3.88E-19,0.00456495,9.30E-10,0.990023,1.20E-18,1.12E-16
S575,0.21205687,1.14E-11,259.02698,39.203849,0.22072572,0.0028287,5.39E-13,0.0971965,0.97749,7.52E-18,0.00758723,0.000362774,6.06E-18,1,5.39E-13,0.960764,0.964879,7.72E-17,0.103324,1.44E-09,0.973748,2.14E-17,1.67E-14
S576,0.70705687,3.59E-14,384.02698,19.453849,0.37072572,0.00607136,1.52E-12,0.1628,0.936138,1.88E-19,0.00114525,2.94E-05,2.81E-19,1,1.52E-12,0.924029,0.914117,6.05E-19,0.00932178,2.52E-09,0.924873,5.30E-19,9.55E-15
S577,0.95455687,2.02E-10,196.52698,29.328849,0.29572572,0.00683812,9.67E-13,0.133349,0.959614,1.58E-17,0.0184208,0.000197257,2.70E-17,1,9.67E-13,0.922007,0.944931,1.10E-16,0.117083,2.77E-09,0.953202,2.05E-17,1.37E-13
S578,0.45955687,6.39E-13,321.52698,9.5788489,0.14572572,0.00318317,2.35E-13,0.0639728,0.990091,1.75E-19,0.000207278,0.00175545,4.79E-19,1,2.35E-13,0.967178,0.986196,5.17E-19,0.00351226,1.35E-09,0.988201,8.39E-19,2.73E-16
S579,0.33580687,8.52E-10,352.77698,4.6413489,0.37101869,0.00533812,1.52E-12,0.168331,0.936946,1.09E-17,0.00545504,0.000431509,1.74E-17,1,1.52E-12,0.852681,0.93559,6.68E-17,0.0451331,3.12E-09,0.92912,1.04E-17,4.03E-14
S580,0.83080687,2.70E-12,227.77698,24.391349,0.25822572,0.00561025,7.35E-13,0.114323,0.968932,1.27E-18,0.0033977,0.000103229,1.83E-18,1,7.35E-13,0.944978,0.950576,1.07E-17,0.0273169,2.58E-09,0.963598,3.33E-18,1.78E-14
S581,0.58330687,4.79E-11,290.27698,14.516349,0.33322572,0.0056819,1.23E-12,0.148605,0.948987,7.00E-18,0.0061469,0.000226911,9.77E-18,1,1.23E-12,0.841688,0.944504,4.54E-17,0.0459776,2.82E-09,0.940768,7.20E-18,4.30E-14
S582,0.088306866,1.52E-13,165.27698,34.266349,0.18322572,0.00159394,3.71E-13,0.079659,0.984428,3.00E-18,0.00280678,0.00105916,2.87E-18,1,3.71E-13,0.917756,0.982684,3.01E-17,0.0794892,1.56E-09,0.98159,1.53E-17,2.71E-15
S583,0.026431866,9.84E-11,305.90198,21.922599,0.10207338,0.000790734,1.15E-13,0.0450898,0.995147,1.67E-17,0.00222865,0.00698709,3.33E-18,1,1.15E-13,0.576184,0.993878,7.75E-17,0.123724,8.55E-10,0.994178,6.61E-17,4.77E-16
S584,0.52143187,3.11E-13,180.90198,2.1725989,0.23947572,0.00429308,6.34E-13,0.105155,0.973235,6.62E-20,0.000214794,0.000137533,1.07E-19,1,6.34E-13,0.948879,0.962258,4.59E-19,0.0023224,1.82E-09,0.968459,2.79E-19,7.81E-16
S585,0.76893187,5.54E-12,368.40198,31.797599,0.16447572,0.00436719,2.98E-13,0.0728128,0.987389,6.93E-19,0.00129007,0.000522948,1.55E-18,1,2.98E-13,0.890081,0.979647,3.33E-18,0.0136631,1.47E-09,0.985107,3.04E-18,2.97E-15
S586,0.27393187,1.75E-14,243.40198,12.047599,0.31447572,0.00355524,1.09E-12,0.13682,0.95419,2.06E-19,0.000876119,6.75E-05,2.40E-19,1,1.09E-12,0.935372,0.936819,8.45E-19,0.0120546,2.21E-09,0.945958,8.65E-19,3.56E-15
S587,0.39768187,2.33E-11,212.15198,16.985099,0.27697572,0.00429298,8.48E-13,0.122661,0.964641,6.31E-18,0.00636596,0.000243724,6.72E-18,1,8.48E-13,0.959517,0.930213,5.36E-17,0.0593406,1.87E-09,0.958852,1.02E-17,2.76E-14
S588,0.89268187,7.38E-14,337.15198,36.735099,0.12697572,0.00402185,1.78E-13,0.0562532,0.992403,2.42E-19,0.000175708,0,1.31E-18,1,1.78E-13,0.790477,0.986023,7.63E-20,0.00411335,1.17E-09,0.990882,9.94E-19,1.73E-16
S589,0.64518187,4.15E-10,274.65198,7.1100989,0.20197572,0.00486046,4.50E-13,0.0904623,0.981175,1.46E-18,0.00208597,0.000283749,2.04E-18,1,4.50E-13,0.889396,0.974056,1.13E-17,0.0177019,1.73E-09,0.978209,4.42E-18,7.20E-15
S590,0.15018187,1.31E-12,399.65198,26.860099,0.35197572,0.0029197,1.37E-12,0.153979,0.943199,7.54E-18,0.00523225,0.000286194,5.67E-18,1,1.37E-12,0.927027,0.925752,7.00E-17,0.070872,2.26E-09,0.933627,8.89E-18,1.98E-14
S591,0.18111937,2.90E-10,173.08948,13.281974,0.15510072,0.0024356,2.66E-13,0.068945,0.988807,7.56E-18,0.00486459,0.000735601,4.51E-18,1,2.66E-13,0.871431,0.985958,5.81E-17,0.0836451,1.30E-09,0.987112,2.82E-17,6.13E-15
S592,0.67611937,9.16E-13,298.08948,33.031974,0.30510072,0.00550046,1.03E-12,0.134473,0.956705,1.46E-18,0.00394343,8.01E-05,1.94E-18,1,1.03E-12,0.886729,0.954587,1.36E-17,0.0311512,2.38E-09,0.949209,3.13E-18,2.42E-14
S593,0.92361937,1.63E-11,235.58948,3.4069739,0.38010072,0.00729653,1.60E-12,0.169879,0.933398,1.36E-18,0.00149846,0.000144668,2.24E-18,1,1.60E-12,0.890093,0.917914,7.40E-18,0.00916083,3.35E-09,0.922349,1.17E-18,1.55E-14
S594,0.42861937,5.15E-14,360.58948,23.156974,0.23010072,0.00379441,5.85E-13,0.100615,0.975291,1.87E-19,0.000701376,0.000181761,3.85E-19,1,5.85E-13,0.949134,0.968827,3.90E-19,0.00923544,1.57E-09,0.970812,1.02E-18,2.12E-15
S595,0.30486937,3.86E-12,329.33948,28.094474,0.19260072,0.00306759,4.10E-13,0.0844928,0.982807,1.44E-18,0.00217291,0.00038144,1.66E-18,1,4.10E-13,0.959634,0.97662,1.08E-17,0.0295945,1.35E-09,0.979764,6.02E-18,4.36E-15
S596,0.79986937,1.22E-14,204.33948,8.3444739,0.34260072,0.00615472,1.30E-12,0.150658,0.944967,5.49E-20,0.000581526,2.26E-05,1.02E-19,1,1.30E-12,0.927965,0.924477,6.57E-20,0.00480884,2.58E-09,0.935316,2.73E-19,4.52E-15
S597,0.55236937,6.87E-11,391.83948,37.969474,0.26760072,0.00500043,7.90E-13,0.11916,0.967017,7.20E-18,0.00872683,0.000238626,1.01E-17,1,7.90E-13,0.898613,0.963017,5.37E-17,0.0719496,2.27E-09,0.961715,1.27E-17,4.24E-14
S598,0.057369366,2.17E-13,266.83948,18.219474,0.11760072,0.001046,1.52E-13,0.0511758,0.993603,1.52E-18,0.000311928,0,1.57E-18,1,1.52E-13,0.615202,0.991926,4.36E-18,0.0197554,1.00E-09,0.992315,6.89E-18,8.61E-17
S599,0.11924437,3.34E-11,376.21448,5.8757239,0.32385072,0.00271429,1.16E-12,0.143638,0.951805,5.99E-18,0.0026478,0.000586513,5.03E-18,1,1.16E-12,0.932744,0.937434,5.12E-17,0.0385471,2.00E-09,0.944775,7.24E-18,8.57E-15
S600,0.61424437,1.06E-13,251.21448,25.625724,0.17385072,0.00393375,3.34E-13,0.0764078,0.985842,2.93E-19,0.00063432,0.000751886,1.01E-18,1,3.34E-13,0.95678,0.981113,3.07E-19,0.00890506,1.65E-09,0.983233,1.45E-18,1.34E-15
S601,0.86174437,5.95E-10,313.71448,15.750724,0.24885072,0.00618553,6.85E-13,0.112486,0.9714,4.63E-18,0.00616131,0.00024427,8.41E-18,1,6.85E-13,0.886748,0.960801,3.27E-17,0.0415547,2.17E-09,0.967003,8.96E-18,3.44E-14
S602,0.36674437,1.88E-12,188.71448,35.500724,0.39885072,0.00476687,1.76E-12,0.175318,0.927222,1.81E-17,0.0160109,0.000174815,1.97E-17,1,1.76E-12,0.898909,0.920421,1.48E-16,0.138674,2.48E-09,0.914788,1.64E-17,1.13E-13
S603,0.49049437,1.41E-10,219.96448,30.563224,0.36135072,0.00565321,1.44E-12,0.161934,0.940299,4.49E-17,0.0283444,0.00029058,6.24E-17,1,1.44E-12,0.824842,0.931345,2.84E-16,0.218916,3.04E-09,0.931318,3.98E-17,2.15E-13
S604,0.98549437,4.46E-13,344.96448,10.813224,0.21135072,0.0054214,4.93E-13,0.0936632,0.978964,1.06E-19,0.000392147,0.00017091,2.64E-19,1,4.93E-13,0.898727,0.963758,2.93E-19,0.00358969,2.01E-09,0.975288,4.62E-19,1.54E-15
S605,0.73799437,7.93E-12,157.46448,20.688224,0.13635072,0.00392141,2.05E-13,0.0603321,0.991336,1.18E-18,0.00137827,0.00134079,2.82E-18,1,2.05E-13,0.839597,0.986104,4.25E-18,0.0176655,1.19E-09,0.98966,5.10E-18,2.11E-15
S606,0.24299437,2.51E-14,282.46448,0.93822394,0.28635072,0.00320321,9.06E-13,0.124515,0.961969,1.50E-20,5.51E-05,0,1.73E-20,1,9.06E-13,0.941943,0.949646,6.97E-20,0.000831153,1.80E-09,0.955109,6.98E-20,1.82E-16
S607,0.22752562,1.69E-10,364.49573,18.836661,0.17853822,0.00282652,3.53E-13,0.0792791,0.985215,3.87E-18,0.00349348,0.000532432,3.23E-18,1,3.53E-13,0.948375,0.983131,3.02E-17,0.0506925,1.48E-09,0.98295,1.42E-17,6.06E-15
S608,0.72252562,5.34E-13,239.49573,38.586661,0.32853822,0.00585941,1.19E-12,0.144797,0.949811,1.94E-18,0.00566419,6.50E-05,2.61E-18,1,1.19E-12,0.869998,0.950849,1.73E-17,0.0431675,2.58E-09,0.941121,3.82E-18,4.02E-14
S609,0.97002562,9.50E-12,301.99573,8.9616614,0.25353822,0.00604438,7.10E-13,0.112944,0.969972,4.97E-19,0.0012023,0.000115515,7.70E-19,1,7.10E-13,0.935067,0.955565,3.52E-18,0.00887581,2.42E-09,0.964869,1.19E-18,6.67E-15
S610,0.47502562,3.00E-14,176.99573,28.711661,0.38537416,0.00513098,1.64E-12,0.168477,0.93141,9.35E-19,0.00422208,3.84E-05,1.19E-18,1,1.64E-12,0.925417,0.902264,4.55E-18,0.0401025,2.60E-09,0.919173,2.32E-18,3.09E-14
S611,0.35127562,4.00E-11,270.74573,23.774161,0.14103822,0.00291724,2.19E-13,0.0622294,0.990817,2.28E-18,0.00203135,0.00102455,2.62E-18,1,2.19E-13,0.943841,0.988576,1.15E-17,0.0300607,1.20E-09,0.989149,9.79E-18,2.56E-15
S612,0.84627562,1.27E-13,395.74573,4.0241614,0.29103822,0.00588592,9.36E-13,0.128442,0.960254,3.49E-20,0.000186673,4.88E-05,5.69E-20,1,9.36E-13,0.927372,0.945995,1.05E-19,0.00156465,2.74E-09,0.953355,1.25E-19,1.17E-15
